CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente;EDAD_COCHE;prediccion;probabilidad_compra
CLIN3583;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;4703;0;4;62;0;1;0.9572357925212912
CLIN3591;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;;NO DATA;No;NO;3935;0;4;66;0;1;0.9572357925212912
CLIN3629;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;;NO DATA;Averia leve;NO;2760;0;1;38;0;1;0.9707381423815846
CLIN3634;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1960;0;1;63;0;1;0.9707381423815846
CLIN3637;B;TIPO1;FUEL 1;Media;A;Contado;SOLTERO;M;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1886;0;2;69;0;1;0.9651453183455987
CLIN3651;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;5527;0;2;24;0;1;0.9651453183455987
CLIN3652;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;5527;0;1;62;0;1;0.9707381423815846
CLIN3653;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;No;NO;2811;0;1;32;0;1;0.9707381423815846
CLIN3654;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;4482;0;0;38;0;1;0.9490788450793628
CLIN3655;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2811;0;1;65;0;1;0.9707381423815846
CLIN3656;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;3460;0;1;68;0;1;0.9707381423815846
CLIN3671;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Jaen;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;3067;0;1;25;0;1;0.9707381423815846
CLIN3672;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lacoruna;NO;NO;SI;Medio;NO DATA;No;NO;3460;0;0;36;0;1;0.9490788450793628
CLIN3677;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;3460;0;1;57;0;1;0.9707381423815846
CLIN3679;B;TIPO1;FUEL 2;Media;M;Otros;OTROS;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;2811;0;1;46;0;1;0.9707381423815846
CLIN3680;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Funcionario;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;3460;0;0;34;0;1;0.9490788450793628
CLIN3681;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;NO DATA;No;NO;2811;0;0;31;0;1;0.9490788450793628
CLIN3682;B;TIPO1;FUEL 2;Media;M;Otros;EN PAREJA;M;Empresa;Asturias;SI;NO;NO;Alto;NO DATA;No;NO;5144;0;1;21;0;1;0.9707381423815846
CLIN3683;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2811;0;1;63;0;1;0.9707381423815846
CLIN3684;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lacoruna;NO;NO;NO;;NO DATA;No;NO;3833;0;1;23;0;1;0.9707381423815846
CLIN3685;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;4482;0;1;57;0;1;0.9707381423815846
CLIN3686;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Almeria;SI;NO;NO;;NO DATA;No;NO;3833;0;0;46;0;1;0.9490788450793628
CLIN3687;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;SI;4217;0;1;43;0;1;0.9707381423815846
CLIN3688;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;4428;0;1;53;0;1;0.9707381423815846
CLIN3689;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Alicante;NO;NO;NO;;NO DATA;No;NO;2726;0;0;59;0;1;0.9490788450793628
CLIN3690;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;4428;0;1;32;0;1;0.9707381423815846
CLIN3691;B;TIPO1;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;2726;0;1;54;0;1;0.9707381423815846
CLIN3694;B;TIPO1;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;3356;0;1;34;0;1;0.9707381423815846
CLIN3703;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3783;0;7;24;0;1;0.9497206589499121
CLIN3736;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3244;0;7;38;0;1;0.9497206589499121
CLIN3752;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1319;0;7;54;0;1;0.9497206589499121
CLIN3758;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;La Rioja;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2885;0;8;63;0;1;0.9215180808812354
CLIN3766;C;TIPO4;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3726;0;5;27;0;1;0.9524389390735983
CLIN3776;C;TIPO4;FUEL 1;Media;M;Contado;;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2016;0;3;66;0;1;0.9644071340063225
CLIN3783;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;5655;0;3;67;0;1;0.9644071340063225
CLIN3786;C;TIPO4;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;5655;0;1;24;0;1;0.9707381423815846
CLIN3801;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Teruel;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;5655;0;2;52;0;1;0.9651453183455987
CLIN3809;C;TIPO4;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Huelva;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;5655;0;2;24;0;1;0.9651453183455987
CLIN3811;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;0;0;6;32;0;1;0.893151950310038
CLIN3821;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Funcionario;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;4389;0;5;26;0;1;0.9524389390735983
CLIN3824;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;4320;0;5;29;0;1;0.9524389390735983
CLIN3827;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;573;0;4;29;0;1;0.9572357925212912
CLIN3836;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1192;0;7;29;0;1;0.9497206589499121
CLIN3839;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1436;0;4;29;0;1;0.9572357925212912
CLIN3840;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3595;0;7;19;0;1;0.9497206589499121
CLIN3848;A;TIPO1;FUEL 2;Baja;M;Financiera Marca;OTROS;F;Empresa;Murcia;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3341;0;7;28;0;1;0.9497206589499121
CLIN3857;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;991;0;9;29;0;1;0.8897640813643346
CLIN3861;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;0;0;5;23;0;1;0.880985072426005
CLIN3872;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Guadalajara;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;0;0;9;21;0;1;0.7511041875290518
CLIN3873;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;412;0;4;19;0;1;0.9572357925212912
CLIN3877;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Palencia;NO;NO;NO;Medio;NO DATA;No;NO;1381;0;5;22;0;1;0.9524389390735983
CLIN3884;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Autonomo;Cordoba;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3400;0;5;20;0;1;0.9524389390735983
CLIN3885;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2267;0;7;24;0;1;0.9497206589499121
CLIN3888;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;515;0;6;32;0;1;0.9576522270828869
CLIN3890;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Autonomo;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;515;0;9;24;0;1;0.8897640813643346
CLIN3891;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Granada;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;1045;0;9;24;0;1;0.8897640813643346
CLIN3903;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Autonomo;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;0;0;4;22;0;1;0.8347895345442019
CLIN3908;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;687;0;8;22;0;1;0.9215180808812354
CLIN3912;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;3348;0;6;25;0;1;0.9576522270828869
CLIN3921;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2638;0;5;32;0;1;0.9524389390735983
CLIN3922;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2840;0;5;27;0;1;0.9524389390735983
CLIN3925;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;412;0;7;26;0;1;0.9497206589499121
CLIN3935;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;NO DATA;No;NO;2608;0;3;29;0;1;0.9644071340063225
CLIN3942;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Alava;NO;NO;NO;Alto;NO DATA;No;NO;1840;0;4;30;0;1;0.9572357925212912
CLIN3955;H;TIPO7;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;2;43;0;1;0.9651453183455987
CLIN3958;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2125;0;0;53;0;1;0.9490788450793628
CLIN3959;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;1475;0;2;65;0;1;0.9651453183455987
CLIN3960;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1475;0;1;39;0;1;0.9707381423815846
CLIN3961;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2277;0;1;31;0;1;0.9707381423815846
CLIN3962;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Lerida;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2277;0;2;50;0;1;0.9651453183455987
CLIN3963;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Lugo;SI;NO;NO;Alto;NO DATA;No;NO;2277;0;2;53;0;1;0.9651453183455987
CLIN3964;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2277;0;2;45;0;1;0.9651453183455987
CLIN3965;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;SI;;NO DATA;No;NO;2535;0;1;43;0;1;0.9707381423815846
CLIN3966;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Cantabria;SI;NO;NO;Alto;NO DATA;No;NO;2277;0;2;59;0;1;0.9651453183455987
CLIN3967;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Tarragona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;71;0;1;0.9707381423815846
CLIN3968;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;;NO DATA;No;NO;1475;0;1;46;0;1;0.9707381423815846
CLIN3969;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Alava;NO;NO;SI;;NO DATA;Averia grave;NO;2125;0;1;65;0;1;0.9707381423815846
CLIN3970;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;NO;2125;0;1;43;0;1;0.9707381423815846
CLIN3971;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Lerida;NO;NO;SI;;NO DATA;No;NO;2535;0;0;64;0;1;0.9490788450793628
CLIN3972;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;NO DATA;No;NO;1475;0;2;30;0;1;0.9651453183455987
CLIN3973;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;;NO DATA;No;NO;1475;0;0;66;0;1;0.9490788450793628
CLIN3974;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2125;0;0;41;0;1;0.9490788450793628
CLIN3975;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;1475;0;1;26;0;1;0.9707381423815846
CLIN3976;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;1475;0;1;46;0;1;0.9707381423815846
CLIN3977;H;TIPO7;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Baleares;SI;NO;SI;;NO DATA;No;NO;2828;0;1;42;0;1;0.9707381423815846
CLIN3978;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;SI;;NO DATA;No;NO;2213;0;1;43;0;1;0.9707381423815846
CLIN3979;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;;NO DATA;No;NO;2331;0;1;57;0;1;0.9707381423815846
CLIN3980;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Castellon;SI;NO;SI;;NO DATA;No;NO;1475;0;1;26;0;1;0.9707381423815846
CLIN3981;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2125;0;0;62;0;1;0.9490788450793628
CLIN3982;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;1886;0;0;53;0;1;0.9490788450793628
CLIN3983;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;2125;0;0;47;0;1;0.9490788450793628
CLIN3984;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Baleares;SI;NO;SI;;NO DATA;No;NO;1886;0;0;58;0;1;0.9490788450793628
CLIN3985;H;TIPO7;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Gerona;SI;NO;NO;;NO DATA;No;NO;1475;0;2;43;0;1;0.9651453183455987
CLIN3986;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2125;0;0;69;0;1;0.9490788450793628
CLIN3987;H;TIPO7;FUEL 1;Media;A;Financiera Marca;SOLTERO;F;Empresa;Guipuzcua;SI;NO;SI;;NO DATA;No;NO;1475;0;1;23;0;1;0.9707381423815846
CLIN3988;H;TIPO7;FUEL 1;Media;A;Financiera Marca;SOLTERO;F;Empresa;Burgos;NO;NO;SI;;NO DATA;No;NO;2125;0;0;48;0;1;0.9490788450793628
CLIN3989;H;TIPO7;FUEL 1;Media;A;Financiera Marca;SOLTERO;M;Funcionario;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2125;0;1;36;0;1;0.9707381423815846
CLIN3990;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2125;0;0;26;0;1;0.9490788450793628
CLIN3991;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;;NO DATA;No;NO;1475;0;1;21;0;1;0.9707381423815846
CLIN3992;H;TIPO7;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;Averia muy grave;SI;2213;0;1;32;0;1;0.9707381423815846
CLIN3993;H;TIPO7;FUEL 1;Media;A;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;1475;0;0;25;0;1;0.9490788450793628
CLIN3994;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;F;Empresa;Zaragoza;NO;NO;SI;;NO DATA;No;NO;2125;0;1;67;0;1;0.9707381423815846
CLIN3996;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Medio;NO DATA;No;NO;2335;0;1;37;0;1;0.9707381423815846
CLIN3997;H;TIPO7;FUEL 2;Media;M;Otros;SOLTERO;M;Funcionario;Castellon;NO;NO;NO;Alto;NO DATA;No;NO;1533;0;2;26;0;1;0.9651453183455987
CLIN3998;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;Averia leve;NO;2183;0;0;36;0;1;0.9490788450793628
CLIN3999;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Alto;NO DATA;No;NO;3227;0;2;60;0;1;0.9651453183455987
CLIN4000;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Asturias;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;2335;0;1;49;0;1;0.9707381423815846
CLIN4001;H;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Murcia;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2183;0;1;62;0;1;0.9707381423815846
CLIN4005;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;3227;0;2;57;0;1;0.9651453183455987
CLIN4006;H;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;2183;0;1;53;0;1;0.9707381423815846
CLIN4007;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;1960;0;0;33;0;1;0.9490788450793628
CLIN4008;H;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Palencia;NO;NO;NO;;NO DATA;No;NO;1960;0;1;42;0;1;0.9707381423815846
CLIN4009;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;;NO DATA;No;NO;1533;0;1;47;0;1;0.9707381423815846
CLIN4010;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;NO;NO;;NO DATA;Averia leve;NO;1960;0;1;50;0;1;0.9707381423815846
CLIN4011;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2608;0;1;63;0;1;0.9707381423815846
CLIN4012;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;SI;Alto;NO DATA;No;NO;1533;0;1;62;0;1;0.9707381423815846
CLIN4013;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;SI;;NO DATA;No;NO;2608;0;1;27;0;1;0.9707381423815846
CLIN4014;H;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;;NO DATA;No;NO;1533;0;0;40;0;1;0.9490788450793628
CLIN4015;H;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Gerona;NO;NO;SI;;NO DATA;No;NO;2183;0;1;56;0;1;0.9707381423815846
CLIN4016;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;SI;;NO DATA;No;NO;2940;0;1;52;0;1;0.9707381423815846
CLIN4017;H;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;;NO DATA;No;NO;1960;0;1;58;0;1;0.9707381423815846
CLIN4018;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Huesca;NO;NO;NO;;NO DATA;No;NO;1533;0;0;45;0;1;0.9490788450793628
CLIN4019;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2299;0;1;33;0;1;0.9707381423815846
CLIN4021;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;;NO DATA;No;NO;1475;0;1;64;0;1;0.9707381423815846
CLIN4023;H;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Valencia;SI;NO;SI;Alto;NO DATA;No;NO;3140;0;2;59;0;1;0.9651453183455987
CLIN4024;H;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Pontevedra;NO;NO;NO;;NO DATA;No;NO;1475;0;0;28;0;1;0.9490788450793628
CLIN4026;J;TIPO7;FUEL 1;Alta;M;Otros;CASADO;F;Empresa;Cadiz;NO;NO;NO;Medio;NO DATA;No;NO;0;0;7;28;0;1;0.8836353672978673
CLIN4033;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;F;Autonomo;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;820;0;5;32;0;1;0.9524389390735983
CLIN4090;J;TIPO7;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3107;0;3;67;0;1;0.9644071340063225
CLIN4098;D;TIPO6;FUEL 2;Alta;M;Contado;CASADO;M;Autonomo;Caceres;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1708;0;8;48;0;1;0.9215180808812354
CLIN4102;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3180;0;4;40;0;1;0.9572357925212912
CLIN4136;D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Ciudad Real;NO;NO;NO;;NO DATA;Averia muy grave;SI;5484;0;7;60;0;1;0.9497206589499121
CLIN4140;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;8288;0;7;25;0;1;0.9497206589499121
CLIN4187;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Alava;NO;NO;NO;Medio;NO DATA;No;NO;581;0;8;58;0;1;0.9215180808812354
CLIN4189;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Leon;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;0;0;4;45;0;1;0.8347895345442019
CLIN4192;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;0;0;9;49;0;1;0.7511041875290518
CLIN4207;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3884;0;6;23;0;1;0.9576522270828869
CLIN4252;D;TIPO8;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Cantabria;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;5037;0;2;42;0;1;0.9651453183455987
CLIN4277;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;Averia leve;NO;10739;0;1;47;0;1;0.9707381423815846
CLIN4278;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Orense;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7392;0;1;31;0;1;0.9707381423815846
